id,title,year,length,votes,rating,genre
47393,Sleepers,1996,147,17896,7.0,drama
47396,Sleeping Beauty,1959,75,5843,7.4,animation
47412,Sleepless in Seattle,1993,105,19224,6.7,comedy
47424,Sleepy Hollow,1999,105,38857,7.4,other
47440,Sliding Doors,1998,99,11954,6.9,comedy
47453,Sling Blade,1996,135,20361,8.0,drama
47517,Small Time Crooks,2000,94,6218,6.5,comedy
47581,Smoke,1995,112,8111,7.4,comedy
47593,Smokey and the Bandit,1977,96,5237,6.3,action
47638,Snatch.,2000,102,44785,7.9,comedy
47639,Sneakers,1992,126,11994,7.0,action
47678,Snow White and the Seven Dwarfs,1937,83,14341,7.8,animation
47718,So I Married an Axe Murderer,1993,93,6991,6.2,comedy
47845,Solaris,2002,99,11808,6.3,drama
47927,Solyaris,1972,165,5225,7.7,drama
47954,Some Like It Hot,1959,120,25369,8.4,comedy
48006,Something's Gotta Give,2003,128,11275,6.8,comedy
48247,"Sound of Music, The",1965,174,20641,7.8,drama
48287,South Park: Bigger Longer & Uncut,1999,81,33188,7.6,animation
48342,Space Cowboys,2000,130,11887,6.4,drama
48362,Spaceballs,1987,96,20054,6.7,comedy
48392,"Spanish Prisoner, The",1997,110,7433,7.4,drama
48415,Spartacus,1960,198,17084,8.0,action
48418,Spartan,2004,106,5589,6.9,drama
48465,Speed,1994,116,32979,7.1,action
48487,Spellbound,1945,111,5108,7.6,drama
48508,Spider,2002,94,5193,6.8,drama
48517,Spider-Man,2002,121,63228,7.4,action
48518,Spider-Man 2,2004,127,40256,7.9,action
48597,Splash,1984,111,9428,6.3,comedy
48689,Spy Game,2001,126,16736,7.0,action
48691,Spy Kids,2001,88,7400,6.2,action
48699,"Spy Who Loved Me, The",1977,123,8130,6.9,action
48796,Stagecoach,1939,96,5646,8.0,action
48817,Stalag 17,1953,116,7153,8.2,drama
48842,Stand by Me,1986,89,30805,8.0,drama
48895,Star Trek III: The Search for Spock,1984,105,9808,6.2,action
48896,Star Trek IV: The Voyage Home,1986,136,11647,7.1,comedy
48898,Star Trek VI: The Undiscovered Country,1991,113,10367,6.9,action
48900,Star Trek: First Contact,1996,106,25046,7.3,action
48901,Star Trek: Generations,1994,118,12651,6.2,action
48902,Star Trek: Insurrection,1998,103,13395,6.3,action
48903,Star Trek: Nemesis,2002,116,11785,6.5,action
48906,Star Trek: The Wrath of Khan,1982,116,16333,7.6,action
48908,Star Wars,1977,125,134640,8.8,action
48909,Star Wars: Episode I - The Phantom Menace,1999,133,84488,6.4,action
48910,Star Wars: Episode II - Attack of the Clones,2002,120,63889,7.0,action
48911,Star Wars: Episode V - The Empire Strikes Back,1980,129,103706,8.8,action
48912,Star Wars: Episode VI - Return of the Jedi,1983,135,82471,8.1,action
48939,Stargate,1994,130,17520,6.4,action
48951,Starman,1984,115,5541,6.8,drama
48970,Starship Troopers,1997,129,32618,6.7,action
48972,Starsky & Hutch,2004,101,13529,6.3,action
48996,State and Main,2000,105,6995,7.0,comedy
49009,"Station Agent, The",2003,88,7112,8.1,drama
49064,Steel Magnolias,1989,119,6430,6.8,comedy
49110,Stepmom,1998,124,7470,6.1,comedy
49151,Stigmata,1999,103,14062,6.0,drama
49185,"Sting, The",1973,129,23678,8.4,comedy
49191,Stir of Echoes,1999,99,11433,7.0,other
49335,"Strada, La",1954,115,5012,8.2,drama
49348,"Straight Story, The",1999,112,14679,8.1,drama
49384,Strange Days,1995,145,11869,6.9,action
49447,Strangers on a Train,1951,103,10624,8.3,drama
49524,"Streetcar Named Desire, A",1951,125,9623,8.1,drama
49544,Strictly Ballroom,1992,94,6026,7.3,comedy
49575,Stripes,1981,106,7406,6.8,comedy
49614,Stuart Little,1999,81,8009,6.0,comedy
49799,Suicide Kings,1997,106,6117,7.0,comedy
49820,"Sum of All Fears, The",2002,123,15835,6.6,action
49857,Summer of Sam,1999,142,8151,6.5,drama
49925,Sunset Blvd.,1950,115,16149,8.6,drama
49972,Super Size Me,2004,100,9487,7.7,documentary
49976,Super Troopers,2001,100,7728,6.3,comedy
50008,Superman,1978,151,17327,7.1,action
50010,Superman II,1980,127,10085,6.5,action
50267,"Sweet Hereafter, The",1997,112,9433,7.9,drama
50305,Sweet and Lowdown,1999,95,5811,7.2,comedy
50329,Swimming Pool,2003,103,6936,6.9,drama
50356,Swingers,1996,96,15827,7.6,comedy
50388,Swordfish,2001,99,20455,6.2,action
50554,"Tailor of Panama, The",2001,109,5997,6.1,comedy
50652,"Talented Mr. Ripley, The",1999,139,25974,7.0,drama
50851,Tarzan,1999,88,10672,7.1,animation
50942,Taxi,1998,86,6191,6.7,action
50945,Taxi Driver,1976,110,47873,8.5,drama
50995,Team America: World Police,2004,98,13104,7.3,action
51002,Tears of the Sun,2003,121,8690,6.2,action
51144,"Ten Commandments, The",1956,220,8895,7.7,drama
51241,"Terminal, The",2004,128,15809,7.1,comedy
51243,Terminator 2: Judgment Day,1991,154,77614,8.2,action
51244,Terminator 3: Rise of the Machines,2003,109,32111,6.9,action
51246,"Terminator, The",1984,108,59772,7.9,action
51252,Terms of Endearment,1983,132,6050,7.3,comedy
51385,"Texas Chain Saw Massacre, The",1974,75,10224,7.0,other
51488,That Thing You Do!,1996,108,11701,6.6,comedy
51533,Thelma & Louise,1991,129,18075,7.3,action
51575,There's Something About Mary,1998,134,46343,7.2,comedy
51618,They Live,1988,93,5131,6.5,action
51683,"Thin Red Line, The",1998,170,25637,7.2,action
51689,"Thing, The",1982,109,17071,7.8,action
51698,Things to Do in Denver When You're Dead,1995,115,5703,6.6,drama
51711,"Third Man, The",1949,93,18394,8.5,other
51724,Thirteen,2003,100,8652,7.1,drama
51726,Thirteen Days,2000,145,10926,7.4,drama
51730,"Thirteenth Floor, The",1999,100,7712,6.4,other
51766,This Is Spinal Tap,1984,82,20576,8.0,comedy
51808,"Thomas Crown Affair, The",1999,113,17220,6.7,comedy
51894,Three Kings,1999,114,31503,7.3,action
51923,"Three Musketeers, The",1993,105,6624,6.0,action
51970,Three to Tango,1999,98,5719,6.0,comedy
52041,Thunderball,1965,130,8226,6.8,action
52165,Tigerland,2000,100,5945,7.2,drama
52213,Time Bandits,1981,110,9434,6.9,comedy
52254,"Time to Kill, A",1996,149,15577,6.9,drama
52289,Tin Cup,1996,135,7521,6.2,comedy
52345,Titan A.E.,2000,94,9373,6.4,action
52348,Titanic,1997,194,90195,6.9,drama
52364,Titus,1999,162,5465,7.2,drama
52383,To Catch a Thief,1955,106,6053,7.4,romance
52387,To Die For,1995,110,7737,6.7,comedy
52407,To Kill a Mockingbird,1962,129,30139,8.5,drama
52480,Todo sobre mi madre,1999,101,13497,7.9,comedy
52586,Tombstone,1993,130,16618,7.4,action
52597,Tommy Boy,1995,97,8875,6.5,comedy
52609,Tomorrow Never Dies,1997,119,19397,6.4,action
52621,Tonari no Totoro,1988,86,5245,8.1,animation
52693,Tootsie,1982,119,13802,7.5,comedy
52699,Top Gun,1986,110,32410,6.5,action
52706,Top Secret!,1984,90,8089,6.8,comedy
52808,Total Recall,1990,113,26486,7.2,action
52838,Touch of Evil,1958,106,11745,8.4,other
52907,"Towering Inferno, The",1974,165,5386,6.4,action
52930,Toy Story,1995,81,46019,7.9,animation
52931,Toy Story 2,1999,92,40941,8.1,animation
52972,Trading Places,1983,118,11293,7.3,comedy
52974,Traffic,2000,147,41268,7.8,drama
53024,Training Day,2001,120,22776,7.3,drama
53027,Trainspotting,1996,94,51887,8.0,drama
53059,"Transformers: The Movie, The",1986,85,5802,6.6,action
53062,"Transporter, The",2002,92,9150,6.0,action
53166,"Treasure of the Sierra Madre, The",1948,126,10470,8.4,action
53201,Tremors,1990,96,9657,6.9,comedy
53325,"Triplettes de Belleville, Les",2003,78,6618,7.7,animation
53350,Trois couleurs: Bleu,1993,100,9517,7.8,drama
53351,Trois couleurs: Rouge,1994,99,10385,8.1,drama
53380,Tron,1982,96,9084,6.4,action
53437,Troy,2004,162,33979,7.1,action
53458,True Crime,1999,127,5116,6.3,drama
53465,True Lies,1994,141,31011,7.0,action
53469,True Romance,1993,121,25896,7.7,action
53482,"Truman Show, The",1998,103,62434,7.7,comedy
53489,"Truth About Cats & Dogs, The",1996,97,7714,6.5,comedy
53512,Trzy kolory: Bialy,1994,91,6225,7.6,comedy
53713,Twelve Monkeys,1995,129,62301,7.9,drama
53755,Twin Peaks: Fire Walk with Me,1992,135,6927,6.5,drama
53919,U Turn,1997,125,10306,6.5,drama
53925,U-571,2000,116,15792,6.5,action
53929,U.S. Marshals,1998,131,10315,6.1,action
53940,UHF,1989,97,6384,6.6,comedy
54159,"Unbearable Lightness of Being, The",1988,171,5228,7.4,drama
54171,Unbreakable,2000,106,35842,7.1,drama
54186,Uncle Buck,1989,100,6716,6.3,comedy
54234,Under Siege,1992,98,9413,6.1,action
54267,Undercover Brother,2002,85,5138,6.0,action
54283,Underground,1995,167,5330,7.9,comedy
54366,"Unendliche Geschichte, Die",1984,94,6742,7.2,other
54371,Unfaithful,2002,125,8713,6.6,drama
54386,Unforgiven,1992,131,30868,8.1,drama
54508,"Untergang, Der",2004,156,8039,8.4,drama
54519,"Untouchables, The",1987,119,31587,7.9,drama
54665,"Usual Suspects, The",1995,106,103854,8.7,other
54758,Vacation,1983,98,8559,7.1,comedy
54907,Vanilla Sky,2001,136,31250,6.9,drama
54941,Varsity Blues,1999,100,7974,6.0,drama
55006,Velvet Goldmine,1998,124,5041,6.6,drama
55158,Vertigo,1958,129,33875,8.5,drama
55405,"Village, The",2004,108,25729,6.6,drama
55474,"Violon rouge, Le",1998,140,6995,7.8,drama
55491,"Virgin Suicides, The",1999,90,17524,7.2,drama
55878,Wag the Dog,1997,97,16434,7.0,comedy
55912,Waiting for Guffman,1996,84,7337,7.6,comedy
55934,Waking Life,2001,101,6999,7.5,animation
55935,Waking Ned,1998,92,7232,7.3,comedy
55963,"Walk to Remember, A",2002,101,7124,6.8,drama
55994,Wall Street,1987,125,11269,7.2,drama
56079,"War of the Roses, The",1989,116,7714,6.5,comedy
56083,WarGames,1983,114,11474,6.9,drama
56243,"Way of the Gun, The",2000,120,7750,6.5,other
56250,Wayne's World,1992,95,16677,6.8,comedy
56275,We Were Soldiers,2002,143,14939,7.1,action
56330,"Wedding Singer, The",1998,95,19487,6.8,comedy
56384,Weird Science,1985,94,7867,6.1,comedy
56415,Welcome to the Dollhouse,1995,88,5851,7.4,comedy
56470,West Side Story,1961,151,12931,7.8,drama
56521,Whale Rider,2002,101,10252,8.0,drama
56531,What About Bob?,1991,99,8831,6.6,comedy
56544,What Dreams May Come,1998,113,11706,6.3,drama
56561,What Lies Beneath,2000,130,20584,6.6,drama
56579,What Women Want,2000,127,20138,6.4,comedy
56600,What's Eating Gilbert Grape,1993,118,16345,7.6,comedy
56644,When Harry Met Sally...,1989,96,24492,7.7,comedy
56711,Where Eagles Dare,1968,158,5415,7.6,action
56734,Where the Heart Is,2000,120,5042,6.4,comedy
56760,While You Were Sleeping,1995,103,13035,6.5,comedy
56844,White Men Can't Jump,1992,118,7861,6.2,action
56893,Who Framed Roger Rabbit,1988,99,21433,7.4,animation
56919,Who's Afraid of Virginia Woolf?,1966,131,7060,8.1,drama
56944,"Whole Nine Yards, The",2000,98,17678,6.6,comedy
57052,"Wild Bunch, The",1969,179,10550,8.2,action
57114,Wild Things,1998,115,17672,6.6,other
57136,Wild at Heart,1990,124,9549,7.0,comedy
57188,Willow,1988,126,10529,6.8,action
57191,Willy Wonka & the Chocolate Factory,1971,100,16487,7.6,comedy
57375,"Witches of Eastwick, The",1987,118,8896,6.3,comedy
57416,Witness,1985,112,14479,7.6,drama
57418,Witness for the Prosecution,1957,118,5112,8.3,drama
57435,"Wizard of Oz, The",1939,112,38386,8.3,other
57452,Wo hu cang long,2000,120,52198,8.2,action
57564,Wonder Boys,2000,111,15668,7.6,comedy
57627,Working Girl,1988,115,8934,6.6,comedy
57636,"World According to Garp, The",1982,136,5668,7.1,comedy
57642,"World Is Not Enough, The",1999,128,24205,6.3,action
57747,Wyatt Earp,1994,212,5248,6.1,other
57763,"X Files, The",1998,121,18314,6.7,action
57769,X-Men,2000,104,45332,7.3,action
57771,X2,2003,133,38191,7.9,action
58060,Ying xiong,2002,93,24128,8.1,action
58078,Yojimbo,1961,75,8968,8.4,action
58112,You Can Count on Me,2000,111,7630,7.8,drama
58142,You Only Live Twice,1967,117,8252,6.8,action
58184,You've Got Mail,1998,119,20053,6.2,comedy
58217,Young Frankenstein,1974,106,22281,8.0,comedy
58222,Young Guns,1988,102,8104,6.4,action
58690,Zoolander,2001,89,18277,6.1,comedy
58726,Zulu,1964,138,5049,7.7,action
58779,eXistenZ,1999,97,14742,6.7,drama
